,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,season,team
38,2021-09-26,16:00,Série A,Matchweek 22,Sun,Away,L,0,2,Internacional,1.1,0.8,43.0,,Rodriguinho Marinho,4-4-2,Bruno Arleu de Araujo,Match Report,,15,2,18.2,2.0,0,0,2021,Bahia
39,2021-10-05,21:30,Série A,Matchweek 24,Tue,Away,L,1,3,Corinthians,0.9,2.6,29.0,10470.0,Nino Paraíba,4-4-2,Denis Ribeiro Serafim,Match Report,,2,1,25.8,0.0,1,1,2021,Bahia
40,2021-10-09,19:00,Série A,Matchweek 25,Sat,Away,W,2,0,Atl Paranaense,1.1,1.3,41.0,3270.0,Nino Paraíba,4-2-3-1,Marcelo de Lima Henrique,Match Report,,8,4,20.1,1.0,0,0,2021,Bahia
41,2021-10-12,21:30,Série A,Matchweek 26,Tue,Home,D,0,0,Palmeiras,1.2,0.4,52.0,4509.0,Nino Paraíba,4-2-3-1,Ramon Abatti Abel,Match Report,,17,5,20.8,2.0,0,0,2021,Bahia
42,2021-10-16,21:00,Série A,Matchweek 27,Sat,Away,D,0,0,América (MG),1.3,1.3,46.0,746.0,Nino Paraíba,4-1-4-1,Alisson Sidnei Furtado,Match Report,,13,3,16.2,0.0,0,0,2021,Bahia
43,2021-10-24,20:30,Série A,Matchweek 28,Sun,Home,W,3,0,Chapecoense,2.2,0.5,53.0,8058.0,Nino Paraíba,4-4-2,Wilton Sampaio,Match Report,,15,6,16.1,1.0,0,0,2021,Bahia
44,2021-10-27,19:00,Série A,Matchweek 23,Wed,Home,D,1,1,Ceará,1.0,0.5,54.0,11446.0,Nino Paraíba,4-1-4-1,Antonio Dib Moraes de Sousa,Match Report,,13,7,22.5,1.0,0,0,2021,Bahia
45,2021-10-30,19:15,Série A,Matchweek 29,Sat,Away,D,0,0,Juventude,1.3,1.1,40.0,3738.0,Danilo Fernandes,4-3-3,Paulo Roberto Alves Júnior,Match Report,,9,0,17.6,2.0,0,0,2021,Bahia
46,2021-11-07,18:15,Série A,Matchweek 30,Sun,Home,W,1,0,São Paulo,1.1,0.5,43.0,18178.0,Nino Paraíba,4-1-4-1,Savio Pereira,Match Report,,15,4,16.7,0.0,0,0,2021,Bahia
47,2021-11-11,19:00,Série A,Matchweek 31,Thu,Away,L,0,3,Flamengo,0.2,2.4,32.0,3488.0,Nino Paraíba,4-2-3-1,André Luiz de Freitas Castro,Match Report,,7,2,26.5,0.0,0,0,2021,Bahia
48,2021-11-18,21:00,Série A,Matchweek 33,Thu,Away,L,0,1,Sport Recife,0.7,0.7,57.0,8096.0,Nino Paraíba,4-2-3-1,Flavio Rodrigues De Souza,Match Report,,14,4,21.6,0.0,0,0,2021,Bahia
49,2021-11-21,19:00,Série A,Matchweek 34,Sun,Home,D,0,0,Cuiabá,0.8,0.4,54.0,19790.0,Nino Paraíba,4-2-3-1,Raphael Claus,Match Report,,19,3,19.4,0.0,0,0,2021,Bahia
50,2021-11-26,19:00,Série A,Matchweek 36,Fri,Home,W,3,1,Grêmio,1.8,1.4,35.0,29576.0,Nino Paraíba,4-2-3-1,Bruno Arleu de Araujo,Match Report,,13,6,16.7,1.0,0,0,2021,Bahia
51,2021-11-29,19:00,Série A,Matchweek 35,Mon,Away,L,1,2,Atl Goianiense,1.0,1.5,51.0,10704.0,Nino Paraíba,4-2-3-1,Ramon Abatti Abel,Match Report,,14,2,17.2,0.0,0,0,2021,Bahia
52,2021-12-02,18:00,Série A,Matchweek 32,Thu,Home,L,2,3,Atlético Mineiro,1.0,1.7,48.0,29415.0,Nino Paraíba,4-2-3-1,Flavio Rodrigues De Souza,Match Report,,13,3,20.9,0.0,0,0,2021,Bahia
53,2021-12-05,16:00,Série A,Matchweek 37,Sun,Home,W,2,0,Fluminense,2.2,0.6,37.0,26048.0,Nino Paraíba,4-2-3-1,Luiz Flávio de Oliveira,Match Report,,13,5,17.9,0.0,1,1,2021,Bahia
54,2021-12-09,21:30,Série A,Matchweek 38,Thu,Away,L,1,2,Fortaleza,1.3,2.1,49.0,51125.0,Nino Paraíba,4-2-3-1,Flavio Rodrigues De Souza,Match Report,,8,5,24.9,1.0,1,1,2021,Bahia
0,2021-01-06,20:30,Série A,Matchweek 28,Wed,Home,W,1,0,Fortaleza,0.6,0.9,35.0,,Patric Cabral Lalau,4-2-3-1,Flavio Rodrigues De Souza,Match Report,,6,1,18.2,1.0,0,0,2021,Sport Recife
1,2021-01-09,19:00,Série A,Matchweek 29,Sat,Home,L,0,1,Palmeiras,0.6,1.5,59.0,,Patric Cabral Lalau,4-2-3-1,Dyorgines José Padovani Andrade,Match Report,,11,5,18.8,0.0,0,0,2021,Sport Recife
2,2021-01-16,19:00,Série A,Matchweek 30,Sat,Away,L,0,1,Fluminense,0.6,1.1,36.0,,Patric Cabral Lalau,4-1-4-1,Heber Roberto Lopes,Match Report,,10,0,16.3,0.0,0,0,2021,Sport Recife
3,2021-01-21,21:00,Série A,Matchweek 31,Thu,Away,L,0,3,Corinthians,0.4,1.9,39.0,,Patric Cabral Lalau,4-2-3-1,Anderson Daronco,Match Report,,10,4,22.9,0.0,0,0,2021,Sport Recife
4,2021-01-24,18:15,Série A,Matchweek 32,Sun,Home,W,2,0,Bahia,1.4,0.9,58.0,,Patric Cabral Lalau,4-2-3-1,Raphael Claus,Match Report,,19,6,18.9,0.0,0,0,2021,Sport Recife
5,2021-02-01,20:00,Série A,Matchweek 33,Mon,Home,L,0,3,Flamengo,0.5,2.8,39.0,,Patric Cabral Lalau,4-2-3-1,Rafael Traci,Match Report,,8,2,22.9,2.0,0,0,2021,Sport Recife
6,2021-02-05,20:00,Série A,Matchweek 34,Fri,Away,W,1,0,Botafogo (RJ),1.2,1.3,34.0,,Patric Cabral Lalau,4-4-2,Luiz Flávio de Oliveira,Match Report,,9,1,21.7,0.0,1,1,2021,Sport Recife
7,2021-02-10,19:00,Série A,Matchweek 35,Wed,Away,W,2,1,Internacional,0.9,0.9,40.0,,Patric Cabral Lalau,3-4-3,Rodolpho Toski Marques,Match Report,,7,2,21.8,1.0,0,0,2021,Sport Recife
8,2021-02-15,20:00,Série A,Matchweek 36,Mon,Home,D,0,0,Bragantino,0.1,1.3,32.0,,Thiago Neves,3-4-3,Leandro Pedro Vuaden,Match Report,,4,0,41.6,0.0,0,0,2021,Sport Recife
9,2021-02-21,16:00,Série A,Matchweek 37,Sun,Home,L,2,3,Atlético Mineiro,1.8,1.8,39.0,,Patric Cabral Lalau,5-4-1,Rodolpho Toski Marques,Match Report,,8,2,19.0,1.0,1,1,2021,Sport Recife
10,2021-02-25,21:30,Série A,Matchweek 38,Thu,Away,L,0,2,Atl Paranaense,1.1,2.4,47.0,,Patric Cabral Lalau,5-4-1,Flavio Rodrigues De Souza,Match Report,,15,4,19.9,1.0,0,0,2021,Sport Recife
11,2021-05-30,20:30,Série A,Matchweek 1,Sun,Away,D,2,2,Internacional,1.6,1.5,43.0,,Thiago Neves,4-2-3-1,Vinicius Gonçalves Dias Araujo,Match Report,,7,4,20.2,1.0,1,1,2021,Sport Recife
12,2021-06-06,20:30,Série A,Matchweek 2,Sun,Home,L,0,1,Atlético Mineiro,0.5,0.8,48.0,,Thiago Neves,4-2-3-1,Raphael Claus,Match Report,,8,1,18.1,1.0,0,0,2021,Sport Recife
13,2021-06-13,20:30,Série A,Matchweek 3,Sun,Away,L,0,1,Fortaleza,0.3,1.7,42.0,,André,4-2-3-1,Braulio da Silva Machado,Match Report,,5,0,24.9,0.0,0,0,2021,Sport Recife
14,2021-06-17,19:00,Série A,Matchweek 4,Thu,Home,W,1,0,Grêmio,1.1,0.6,34.0,,André,5-4-1,Denis Ribeiro Serafim,Match Report,,10,4,20.5,1.0,0,0,2021,Sport Recife
15,2021-06-20,20:30,Série A,Matchweek 5,Sun,Away,L,0,1,Juventude,1.0,0.5,50.0,,André,5-4-1,Edina Alves Batista,Match Report,,13,2,20.4,1.0,0,0,2021,Sport Recife
16,2021-06-24,19:00,Série A,Matchweek 6,Thu,Away,L,1,2,Corinthians,1.0,2.7,49.0,,André,5-4-1,Paulo Roberto Alves Júnior,Match Report,,9,3,22.3,0.0,0,0,2021,Sport Recife
17,2021-06-27,20:30,Série A,Matchweek 7,Sun,Home,D,0,0,Cuiabá,0.3,1.4,45.0,,André,4-4-2,Marielson Alves Silva,Match Report,,8,1,23.5,1.0,0,0,2021,Sport Recife
18,2021-06-30,20:30,Série A,Matchweek 8,Wed,Away,D,0,0,Santos,0.7,0.8,33.0,,Thiago Neves,4-2-3-1,Douglas Schwengber da Silva,Match Report,,8,2,20.1,1.0,0,0,2021,Sport Recife
19,2021-07-04,16:00,Série A,Matchweek 9,Sun,Home,L,0,1,Palmeiras,1.0,1.6,49.0,,Marcão Silva,4-2-3-1,Caio Max Augusto Vieira,Match Report,,13,1,20.0,0.0,0,0,2021,Sport Recife
20,2021-07-07,19:15,Série A,Matchweek 10,Wed,Away,D,1,1,Atl Goianiense,1.3,0.5,44.0,,Thiago Neves,4-2-3-1,Leo Simão Holanda,Match Report,,11,3,15.1,0.0,0,0,2021,Sport Recife
21,2021-07-10,19:00,Série A,Matchweek 11,Sat,Home,L,1,2,Fluminense,1.6,1.4,50.0,,Rafael Thyere,4-1-4-1,Antonio Dib Moraes de Sousa,Match Report,,10,2,18.8,0.0,1,1,2021,Sport Recife
22,2021-07-19,20:00,Série A,Matchweek 12,Mon,Away,W,1,0,América (MG),0.5,1.1,37.0,,Marcão Silva,4-2-3-1,Vinicius Gomes do Amaral,Match Report,,11,5,23.1,0.0,0,0,2021,Sport Recife
23,2021-07-25,20:30,Série A,Matchweek 13,Sun,Home,D,0,0,Ceará,0.6,1.2,53.0,,Rafael Thyere,4-2-3-1,Vinicius Gonçalves Dias Araujo,Match Report,,12,0,23.1,1.0,0,0,2021,Sport Recife
24,2021-08-01,18:15,Série A,Matchweek 14,Sun,Away,W,1,0,Bahia,0.8,2.2,40.0,,José Sabino,4-2-3-1,Jefferson Ferreira de Moraes,Match Report,,8,2,21.5,0.0,0,0,2021,Sport Recife
25,2021-08-06,19:00,Série A,Matchweek 15,Fri,Home,D,0,0,Bragantino,1.4,0.8,39.0,,Marcão Silva,4-2-3-1,Wagner do Nascimento Magalhaes,Match Report,,17,7,21.2,0.0,0,0,2021,Sport Recife
26,2021-08-15,16:00,Série A,Matchweek 16,Sun,Away,L,0,2,Flamengo,0.1,2.0,36.0,,José Sabino,4-2-3-1,Raphael Claus,Match Report,,4,2,29.2,1.0,0,0,2021,Sport Recife
27,2021-08-22,20:30,Série A,Matchweek 17,Sun,Home,L,0,1,São Paulo,1.4,1.2,49.0,,Hernanes,4-2-3-1,Paulo Roberto Alves Júnior,Match Report,,15,4,18.3,1.0,0,0,2021,Sport Recife
28,2021-08-28,17:00,Série A,Matchweek 18,Sat,Home,D,0,0,Chapecoense,2.2,1.4,55.0,,Thiago Neves,4-2-3-1,Jefferson Ferreira de Moraes,Match Report,,20,7,14.6,0.0,0,0,2021,Sport Recife
29,2021-09-05,18:15,Série A,Matchweek 19,Sun,Away,D,0,0,Atl Paranaense,0.6,0.9,42.0,,Marcão Silva,4-2-3-1,Denis Ribeiro Serafim,Match Report,,9,2,27.7,0.0,0,0,2021,Sport Recife
30,2021-09-13,20:00,Série A,Matchweek 20,Mon,Home,L,0,1,Internacional,0.8,1.7,50.0,,Marcão Silva,5-3-2,André Luiz de Freitas Castro,Match Report,,14,3,20.8,1.0,0,0,2021,Sport Recife
31,2021-09-18,19:00,Série A,Matchweek 21,Sat,Away,L,0,3,Atlético Mineiro,0.3,2.4,41.0,,Marcão Silva,4-2-3-1,Vinicius Gonçalves Dias Araujo,Match Report,,7,1,22.9,2.0,0,0,2021,Sport Recife
32,2021-09-26,18:15,Série A,Matchweek 22,Sun,Home,L,0,1,Fortaleza,1.1,1.3,57.0,,Marcão Silva,4-2-3-1,Wagner do Nascimento Magalhaes,Match Report,,18,5,23.7,1.0,0,0,2021,Sport Recife
33,2021-10-03,20:30,Série A,Matchweek 23,Sun,Away,W,2,1,Grêmio,0.9,1.5,35.0,,Marcão Silva,4-1-4-1,Felipe Fernandes de Lima,Match Report,,9,6,24.0,2.0,0,0,2021,Sport Recife
34,2021-10-06,19:00,Série A,Matchweek 24,Wed,Home,W,3,1,Juventude,1.2,1.4,45.0,1219.0,Marcão Silva,4-2-3-1,Braulio da Silva Machado,Match Report,,14,8,20.1,0.0,0,0,2021,Sport Recife
35,2021-10-09,16:30,Série A,Matchweek 25,Sat,Home,W,1,0,Corinthians,0.7,0.4,34.0,2697.0,Marcão Silva,4-1-4-1,Savio Pereira,Match Report,,11,3,20.8,1.0,0,0,2021,Sport Recife
36,2021-10-14,18:00,Série A,Matchweek 26,Thu,Away,L,0,1,Cuiabá,0.5,1.8,45.0,3054.0,Marcão Silva,4-2-3-1,Leandro Pedro Vuaden,Match Report,,13,3,22.0,1.0,0,0,2021,Sport Recife
37,2021-10-17,20:30,Série A,Matchweek 27,Sun,Home,D,0,0,Santos,1.0,0.7,47.0,5272.0,Marcão Silva,4-2-3-1,Anderson Daronco,Match Report,,14,3,20.9,0.0,0,0,2021,Sport Recife
38,2021-10-25,21:30,Série A,Matchweek 28,Mon,Away,L,1,2,Palmeiras,0.6,3.3,35.0,13367.0,Marcão Silva,4-2-3-1,Wagner do Nascimento Magalhaes,Match Report,,6,1,28.3,2.0,0,0,2021,Sport Recife
39,2021-10-28,19:00,Série A,Matchweek 34,Thu,Away,L,0,3,Bragantino,2.2,1.3,55.0,931.0,Sander,4-2-3-1,Bruno Arleu de Araujo,Match Report,,17,4,18.5,0.0,0,0,2021,Sport Recife
40,2021-10-31,20:30,Série A,Matchweek 29,Sun,Home,W,2,0,Atl Goianiense,2.8,0.8,49.0,3685.0,Marcão Silva,4-1-4-1,Luiz Flávio de Oliveira,Match Report,,21,5,20.4,1.0,1,1,2021,Sport Recife
41,2021-11-06,21:00,Série A,Matchweek 30,Sat,Away,L,0,1,Fluminense,0.5,1.6,39.0,3870.0,Marcão Silva,4-1-4-1,Jefferson Ferreira de Moraes,Match Report,,8,2,25.1,0.0,0,0,2021,Sport Recife
42,2021-11-10,21:30,Série A,Matchweek 31,Wed,Home,L,2,3,América (MG),1.4,1.2,42.0,5441.0,Marcão Silva,4-1-4-1,Raphael Claus,Match Report,,11,3,19.3,1.0,0,0,2021,Sport Recife
43,2021-11-14,19:00,Série A,Matchweek 32,Sun,Away,L,1,2,Ceará,1.7,0.7,62.0,20362.0,Marcão Silva,4-1-4-1,Marcelo de Lima Henrique,Match Report,,21,8,18.2,0.0,0,0,2021,Sport Recife
44,2021-11-18,21:00,Série A,Matchweek 33,Thu,Home,W,1,0,Bahia,0.7,0.7,43.0,8096.0,Marcão Silva,4-3-3,Flavio Rodrigues De Souza,Match Report,,16,4,25.6,0.0,0,0,2021,Sport Recife
45,2021-11-27,21:30,Série A,Matchweek 36,Sat,Away,L,0,2,São Paulo,0.4,1.7,51.0,35679.0,Marcão Silva,4-3-3,Heber Roberto Lopes,Match Report,,7,4,21.4,0.0,0,0,2021,Sport Recife
46,2021-12-03,20:00,Série A,Matchweek 35,Fri,Home,D,1,1,Flamengo,1.5,2.5,48.0,10733.0,Marcão Silva,4-2-3-1,Leandro Pedro Vuaden,Match Report,,15,8,23.2,1.0,0,0,2021,Sport Recife
47,2021-12-06,21:00,Série A,Matchweek 37,Mon,Away,W,1,0,Chapecoense,1.5,0.7,69.0,1658.0,Marcão Silva,4-2-3-1,Paulo Cesar Zanovelli da Silva,Match Report,,25,4,23.9,2.0,0,0,2021,Sport Recife
48,2021-12-09,21:30,Série A,Matchweek 38,Thu,Home,D,1,1,Atl Paranaense,2.1,0.8,62.0,4215.0,Ronaldo Henrique,4-2-3-1,Ramon Abatti Abel,Match Report,,17,5,20.8,1.0,0,1,2021,Sport Recife
7,2021-05-30,18:15,Série A,Matchweek 1,Sun,Home,L,0,3,Bragantino,0.7,2.1,44.0,,Anderson Leite,4-3-2-1,Marielson Alves Silva,Match Report,,10,2,19.9,0.0,0,0,2021,Chapecoense
8,2021-06-06,18:15,Série A,Matchweek 2,Sun,Away,L,1,3,Palmeiras,0.6,2.7,35.0,,Anselmo Ramon,4-3-3,Leo Simão Holanda,Match Report,,6,4,15.5,1.0,0,0,2021,Chapecoense
9,2021-06-13,20:30,Série A,Matchweek 3,Sun,Home,D,0,0,Ceará,0.8,1.1,38.0,,Anselmo Ramon,4-2-3-1,Vinicius Gonçalves Dias Araujo,Match Report,,8,3,18.8,0.0,0,0,2021,Chapecoense
10,2021-06-16,19:00,Série A,Matchweek 4,Wed,Away,D,1,1,São Paulo,1.8,1.7,49.0,,Anselmo Ramon,4-2-3-1,Dyorgines José Padovani Andrade,Match Report,,7,2,17.1,1.0,0,0,2021,Chapecoense
11,2021-06-21,20:00,Série A,Matchweek 5,Mon,Away,D,1,1,Atlético Mineiro,1.6,1.1,33.0,,Anselmo Ramon,4-4-2,Rodolpho Toski Marques,Match Report,,12,0,19.0,0.0,1,1,2021,Chapecoense
12,2021-06-24,19:00,Série A,Matchweek 6,Thu,Home,L,1,2,Internacional,1.6,2.8,53.0,,Anselmo Ramon,4-3-1-2,Alexandre Vargas Tavares de Jesus,Match Report,,11,5,10.8,1.0,0,0,2021,Chapecoense
13,2021-06-27,20:00,Série A,Matchweek 7,Sun,Away,D,2,2,Atl Paranaense,1.2,1.4,40.0,,Anselmo Ramon,3-4-3,Vinicius Gomes do Amaral,Match Report,,12,5,20.2,0.0,0,0,2021,Chapecoense
